Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,Año_colision,mes_colision,OperadOR Militar,OperadOR no Militar,crashed,failure,weather,other,nuevo_id
"Near Rovie, Albania",Military - U.S. Air Force,Lockheed Hercules MC-130H,9,0,9,9,0,9,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,2005,3,1,0,1,0,0,0,438
"Enarotali, Indonesia",GT Air,de Havilland Canada DHC-6 Twin Otter 100,18,15,3,18,15,3,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,2005,4,0,1,1,0,0,0,437
"Tehran, Iran",Saha Airline Services,Boeing B-707-3J9C,169,157,12,3,3,0,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,2005,4,0,1,0,0,0,1,436
"Pisco, Peru",Military - Fuerza Del Peru,Let 410UVP,13,11,2,13,11,2,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.",2005,4,1,0,1,0,0,0,435
"Near Stratford, New Zealand",Airwork NZ,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner.",2005,5,0,1,0,0,0,1,434
"Near Kisangani, Democratic Republic Congo",Kisangani Airlift,Antonov AN-26,11,7,4,10,6,4,0,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.,2005,5,0,1,0,0,0,1,433
"Lockhart River, Queensland, Australia",Aero-Tropics,Swearingen SA-227AC Metro III,15,13,2,15,13,2,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.",2005,5,0,1,1,0,0,0,432
"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,Beech 65-A80 Queenaire,10,9,1,10,9,1,0,The charter flight crashed a few minutes after takeoff under unkown circumstances.,2005,5,0,1,1,0,0,0,431
"Mongu, Zambia",Military - Zambia Air Force,Yunshuji Y-12,13,8,5,13,8,5,0,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,2005,5,1,0,1,0,0,0,430
"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),Antonov AN-12BP,27,22,5,27,22,5,0,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,2005,5,0,1,1,0,0,0,429
"Khartoom, Sudan",Marsland Aviation,Antonov AN-24B,42,36,6,7,6,1,0,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.,2005,6,0,1,1,0,0,0,428
"Baney, Equatorial Guinea",Ecuatair,Antonov AN-24B,60,54,6,60,54,6,0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.",2005,7,0,1,1,0,0,0,427
"Toronto, Canada",Air France,Airbus A-340,309,297,12,0,0,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",2005,8,0,1,0,0,0,1,426
"Off Palermo, Italy",Tuninter,ATR-72-202,39,35,4,16,14,2,0,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar. A contributing factor was the failure of the crew to carry out proper emergency procedures once the plane ran out of fuel. In March 2009, an Italian court sentenced the pilot, to 10 years of jail for manslaughter. Prosecutors said that after the plane's engines stopped functioning, Garbi failed to follow emergency procedures, and that he could possibly have reached runway 25 of Palermo ""Punta Raisi"" Airport, or even the standard runway 20. Witnesses say he succumbed to panic and began praying out loud, rather than attempting to maneuver the plane to the nearest airport.",2005,8,0,1,0,1,0,0,425
"Off Talinn, Estonia",Copterline,Sikorsky S-76C,14,12,2,14,12,2,0,"The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions. Failure of the power steering system, caused by coating flaking off from servo pistons. The loosened plasma coating flakes blocked the return valves of the servos, causing the aircraft to abruptly lose its maneuverability",2005,8,0,1,1,1,0,0,424
"Near Grammatikos, Greece",Helios Airways,Boeing 737-31S,121,115,6,121,115,6,0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromou, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control had been  left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",2005,8,0,1,1,0,0,0,423
"Near La Cucharita, Venezuela",West Caribbean Airways,McDonnell Douglas MD-82,160,152,8,160,152,8,0,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground. It has also been suggesting that a buildup of ice inside each engine's PT2 probe was responsible for the accident.",2005,8,0,1,1,0,0,0,422
"Near Pucallpa, Peru",TANS Peru,Boeing B-737-244,98,92,6,40,36,4,0,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport. Passengers reported heavy turbulence and flames when the plane crashed. The exact cause of the crash is still unknown, but it is believed that the plane was making an emergency landing because of a hailstorm.",2005,8,0,1,1,0,0,0,421
"Medan, Indonesia",Mandala Airlines,Boeing 737-230,117,112,5,99,94,5,44,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway. It is speculated that the plane was overloaded.",2005,9,0,1,1,0,0,0,420
"Isiro, Democtratic Republic Congo",Kavatshi Airlines,Antonov 26B,11,7,4,11,7,4,0,"While on approach to Runway 31 the plane hit trees, crashed and burned.",2005,9,0,1,1,0,0,0,419
"Near Brazzaville, Congo",Air Kasai,Antonov AN-26A,14,11,3,14,11,3,0,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.",2005,9,0,1,0,0,1,0,418
"Aru, Democratic Republic Cogo",Wimbi Dira Airways,Antonov 12V,100,96,4,2,2,0,0,The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage. Two passengers were killed when they exited the plane and ran into the propellers which were still turning.,2005,10,0,1,0,0,0,1,417
"Lisa, Nigeria",Bellview Airlines,Boeing B-737-2L9,117,111,6,117,111,6,0,"The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off. A combination of poor maintenance of the plane by the ground crew together with a lightning strike to the right wing of the plane caused the right engine to ignite, causing the aircraft to bank heavily to the left and eventually lose control.",2005,10,0,1,1,0,0,0,416
"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130B Hercules,94,84,10,94,84,10,14,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,2005,12,1,0,1,1,0,0,415
"Chicago, Illinois",Southwest Airlines,Boeing B-737-7H4,103,98,5,0,0,0,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",2005,12,0,1,1,1,0,0,414
"Near Port Harcourt, Nigeria",Sosoliso Airlines,McDonnell DC-9-32,110,103,7,108,101,7,0,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear. In addition, it was recommended that airports and aircraft be equipped with instruments to detect windshear.",2005,12,0,1,0,0,1,0,413
"Off Miami Beach, Florida",Chalk's Ocean Airways,Grumman G73T Turbo Mallard,20,18,2,20,18,2,0,"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.",2005,12,0,1,1,1,0,0,412
"Nardaran, Azerbaijan",Azerbaijan Airlines,Antonov AN-140-100,23,18,5,23,18,5,0,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.,2005,12,0,1,1,1,0,0,411
Near Karkov,Evolga,British Aerospace BAe-125-700A,3,0,3,3,0,3,0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold.",2006,1,0,1,1,0,0,0,410
"Bukalaza, Uganda",Service Air,Antonov 12,6,0,6,6,0,6,0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.,2006,1,0,1,1,1,0,0,409
"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Dassault Falcon 20,11,8,3,11,8,3,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions.",2006,1,1,0,1,0,1,0,408
"Near Telkibanya, Hungary",Military - Slovak Air Force,Antonov AN-24V,43,35,8,42,34,8,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport.",2006,1,1,0,1,0,0,0,407
"Near Watertown, Wisconson",Air Cargo Carriers,Shorts 360-100 /Shorts 360-300,3,1,2,3,1,2,0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation.",2006,2,0,1,1,0,0,0,406
"Near Paris, Tennessee",TriCoastal Air,Swearingen SA.226TC Metro II,1,0,1,1,0,1,0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons.",2006,2,0,1,1,0,0,0,405
"Rio Bonito, Brazil",Team Air,Let L410UVP-E20,19,17,2,19,17,2,0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned.",2006,3,0,1,1,0,1,0,404
"Marsabit, Kenya",Military - Kenya Air Force,Harbin Yunshuji Y-12-II,17,13,4,14,12,2,0,While on approach the airplane flew into the side of Mount Marsabit which was obscured by clouds.,2006,4,1,0,0,0,0,1,403
"Kousséri, Cameroon",Military - Lybian Arab Air Force,Antonov 74TK-200,6,0,6,6,0,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,",2006,4,1,0,1,0,0,0,402
"Lashkar Gah, Afghanistan",U.S. Government (leased),Antonov AN-32B,16,12,4,2,0,2,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,2006,4,0,1,1,0,0,0,401
"Off Adler, Russia",Armavia,Airbus A320-211,113,105,8,113,105,8,0,"The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The captain, being in a psychoemotional stress condition, made nose down control inputs due to the loss of pitch and roll awareness.This started the abnormal situation. The captain's insufficient pitch control inputs led to a failure to recover the aircraft and caused it to crash. Along with the inadequate control inputs from the captain, the contributing factors of the crash were also the lack of monitoring the aircraft's pitch attitude, altitude and vertical speed by the first officer and no proper reaction by the crew to GPWS warnings.",2006,5,0,1,1,1,0,0,400
"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,Convair CV-580,3,0,3,1,0,1,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport.",2006,5,0,1,1,0,0,0,399
Off São Tomé Island,Air São Tomé,de Havilland Canada DHC-6 Twin Otter 300,4,2,2,4,2,2,0,The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.,2006,5,0,1,1,0,0,0,398
"Yaocun, China",Military - Chinese Air Force,KJ-2000,40,35,5,40,35,5,0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded..",2006,6,1,0,1,0,0,0,397
"Abéché, Chad",Military - Chadian Air Force,Lockheed C-130 Hercules,7,0,7,5,0,5,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived.",2006,6,1,0,1,0,0,0,396
"Jumla, Napal",Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,9,6,3,9,6,3,0,The plane crashed into a mountain on the east side of the airport after the pilot executed a go-around. The accident happened 1 kilometer from the airport.,2006,6,0,1,1,0,0,0,395
"Sake, Democratic Republic Congo",Mango Airlines,Antonov AN-12B,5,2,3,5,2,3,0,The cargo plane had engine failure and struck a hill as it lost altitude.,2006,7,0,1,0,1,0,0,394
"Irkutsk, Russia",Sibir (S7),Airbus A-310-324ET,203,195,8,125,120,5,0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time.",2006,7,0,1,0,0,0,1,393
"Multan, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,45,41,4,45,41,4,0,"The plane lost an engine during take off, struck power lines and crashed into a wheat field bursting into flames. Possible engine fire.",2006,7,0,1,1,0,0,0,392
Afghanistan,Afghan Army,Mil Mi-8,17,14,3,17,14,3,0,Crashed while en route,2006,7,0,1,1,0,0,0,391
"Bukavu, Democratic Republic Congo",Tracep,Antonov AN-28,17,14,3,17,14,3,0,The aircraft was flying in low cloud and poor weather conditions as it approached the airport at Bukavu when it clipped a mountainside and plunged into the forest in flames 9 miles short of the runway.,2006,8,0,1,0,0,1,0,390
"Near Pownal, Vermont",AirNow,Embraer 110 Bandeirante,1,0,1,1,0,1,0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds.",2006,8,0,1,0,0,0,1,389
"Near Piacenza, Italy",Air Algerie,Lockheed L-100-30 Hercules,3,0,3,3,0,3,0,The cargo plane crashed after reporting engine problems while en route .,2006,8,0,1,1,0,0,0,388
"Near Donetsk, Ukraine",Pulkovo Airlines,Tupolev Tu-154M,170,160,10,170,160,10,0,"The plane disappeared from radar shortly after making a distress call. A distress call was made at FL330 and again at FL100. The aircraft was reportly on fire before it crashed. The plane crashed in a field, 30 miles North of Donetsk and broke-up. Weather forecasters reported thunderstorms and lightning in the area at the time of the crash. The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm. The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground.",2006,8,0,1,1,0,1,0,387
"Lexington, Kentucky",Comair,Canadair CRJ-200ER,50,47,3,49,47,2,0,"The jet commuter was the third of three airplanes to take off that morning. The previous two planes took off from Runway 22 without any problems. The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff. However, flight 5191 used Runway 26, which is about half the length of Runway 22. The plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. The takeoff sequence took about 36 seconds.  The aircraft was still on the ground as the plane ran off the runway.The plane came to rest about 1,800 feet past the runway. It was dark with light rain at the time of the accident. The copilot was at the controls but it was the captain who taxied the plane into position for take off. The copilot was the lone survivor. The flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. Contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the Federal Aviation Administration's failure to require that all runway crossings be authorized only by specific air traffic control clearances.",2006,8,0,1,0,1,0,0,386
"Mahad, Iran",Iran Air Tours,Tupolev Tu-154M,148,137,11,29,29,0,0,The plane crashed while attempting to land. The plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.,2006,9,0,1,1,0,0,0,385
"Near Kandahar, Afghanistan",Military - Royal Air Force,British Aerospace Nimrod MR-2,14,12,2,14,12,2,0,The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems. The accident was most likely caused by an ignited fuel leak.,2006,9,1,0,1,0,0,0,384
"Vladikavkaz, Russia",Military - Russian Army,Mi-8 helicopter,15,12,3,12,12,0,0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter.",2006,9,1,0,1,0,0,0,383
"Vandeikya, Nigeria",Military - Nigerian Air Force,Dornier 228,18,15,3,13,11,2,0,"The military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. Ten top ranking military officials were killed in the crash. The weather was poor at the time of the accident.",2006,9,1,0,1,0,1,0,382
"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,Boeing B-737-8EH /EMB-135JB,161,153,8,154,148,6,0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members on the Embraer were not injured. All 154 on board the 737 were killed. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air traffic control to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off.",2006,9,0,1,0,0,0,1,381
"Stord, Norway",Atlantic Airways,BAe 146-200,16,12,4,4,3,1,0,"While attempting to land, the charter plane skidded off the end of the runway, slid down an embankment and caught fire. One survivor was seriously hurt, eleven others were not seriously injured. Burning fuel in the cabin was the main reason three passengers and one crew member died and six others were badly injured. All six spoilers failed while landing. Even with the failed spoilers, a damp runway and a slight tailwind, there should have been sufficient room to stop. However, when the pilots realized the spoilers had failed, one of them selected emergency braking not realizing that this deactivated the antilock braking system.",2006,10,0,1,0,0,0,1,380
"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,Antonov An-2,15,13,2,15,13,2,0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport.",2006,10,1,0,1,0,1,0,379
"Near Abuja, Nigeria",ADC Airlines,Boeing 737-2B7,105,100,5,96,92,4,0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air traffic controllers' advice to not depart in stormy weather. The pilots’ incorrect actions stalled the plane.,2006,10,0,1,1,0,1,0,378
"Puncak Jaya, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,12,9,3,12,9,3,0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.,2006,11,0,1,0,0,0,1,377
"Near Leticia, Colombia",Aerosucre Colombia,Boeing 727-23F,5,2,3,5,2,3,0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.,2006,11,0,1,1,0,0,0,376
"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Antonov 74T-200,38,32,6,38,32,6,0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.",2006,11,1,0,1,0,0,0,375
"Cajon Pass, California",Air ambulance - Mercy Air Services,Bell 412,3,0,3,3,0,3,0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",2006,12,0,1,1,1,0,0,374
"Off Parepare, Indonesia",Adam Air,Boeing B-737-4Q8,102,96,6,102,96,6,0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down. The IRS navigation system was repeatedly reported malfunctioning but was never repaired. This is what initially distracted the crew.",2007,1,0,1,0,0,1,0,373
"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,Antonov 26B-100,35,30,5,34,29,5,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.",2007,1,0,1,1,0,0,0,372
"Near Baghdad, Iraq",Military - US Army,Sikorsky UH-60L Black Hawk,12,10,4,12,10,4,0,The helicopter crashed northeast of Baghdad. Shot down by a combination of several heavy machine guns and a shoulder-fired missile,2007,1,1,0,1,0,0,0,371
"Pau, France",Regional Compagnie Aerienne Europeenne,Fokker 100,54,50,4,0,0,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.",2007,1,0,1,0,0,0,1,370
"Yogyakarta, Indonesia",Garuda Indonesia Airlines,Boeing B-737-497,140,133,7,22,21,1,0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach.",2007,3,0,1,1,0,0,0,369
"Princeville, Hawaii",Heli-USA Airways,Aerospatiale AS350BA Rotocraft,7,6,1,4,3,1,0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations.",2007,3,0,1,1,1,0,0,368
"Hanea, Kauai, Hawaii",Inter-Island,Mc Donnell Douglas 369FF Rotocraft,5,4,1,1,1,0,0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation.",2007,3,0,1,0,1,0,0,367
"Fazenda Nossa Senhora de Lourdes, Brazil","Bahia Taxi Aéreo
	
Bahia Taxi Aéreo
	
Bahia Taxi Aéreo",Rockwell 500S Shrike Commander,4,2,2,4,2,2,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field.",2007,3,0,1,1,0,0,0,366
